name,developer,publisher,release_date,tags,categories,rating_percent,reviews_count,price,current_players,24h_peak,all_time_peak
"Warhammer 40,000: Dawn of War - Definitive Edition",Relic Entertainment,Relic Entertainment,14.08.2025,Strategy | RTS | Singleplayer | Multiplayer | Online Co-Op | Sci-fi | Base Building | Co-op | PvE | Action RTS | Tactical | Warhammer 40K | Level Editor | 3D | Cinematic | Grand Strategy | Fantasy | PvP | Gore | Violent,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | Includes level editor | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),81.73,10388.0,23.99,1138,2236,18262
Dinkum,James Bendon,"KRAFTON, Inc.",23.04.2025,Open World Survival Craft | Agriculture | Relaxing | Farming Sim | Co-op | Life Sim | Farming | Crafting | Simulation | Sandbox | RPG | Online Co-Op | Building | Casual | Indie | Exploration | Adventure | Singleplayer | Fishing | Multiplayer,Single-player | Online Co-op | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),90.08,28202.0,13.99,1137,2156,13412
The Last of Us™ Part I,Naughty Dog LLC | Iron Galaxy Studios,PlayStation Publishing LLC,28.03.2023,Story Rich | Post-apocalyptic | Zombies | Horror | Action-Adventure | Shooter | Singleplayer | Third-Person Shooter | Survival | Third Person | Survival Horror | Cinematic | Emotional | Action | Adventure | Atmospheric | Thriller | Drama | Remake | Soundtrack,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on TV | Family Sharing,81.68,96394.0,29.99,1135,2116,36496
Nuclear Option,Shockfront Studios,Shockfront Studios,16.10.2023,Flight | Simulation | Action | Multiplayer | Combat | Military | War | Sci-fi | Wargame | Jet | Futuristic | Destruction | Stealth | Physics | 3D | Level Editor | PvP | First-Person | Realistic | Controller,Single-player | Online PvP | Online Co-op | Steam Workshop | Includes level editor | Family Sharing | Early Access | Multi-player | PvP | Co-op,91.92,6731.0,14.39,1132,1296,2599
Your Only Move Is HUSTLE,Ivy Sly,Ivy Sly,02.02.2023,2D Fighter | Turn-Based Strategy | Action | Strategy | Spectacle fighter | 2D | Pixel Graphics | Turn-Based Tactics | Sandbox | Simulation | Side Scroller | Anime | Cinematic | Cartoony | Cartoon | Solitaire | Colorful | Minimalist | Hand-drawn | Cute,Single-player | Online PvP | LAN PvP | Family Sharing | Multi-player | PvP,94.48,38818.0,3.49,1121,1267,3405
Catan Universe,Client/Frontend: Endava  / Backend: SuperNimbus,USM,25.04.2017,Board Game | Multiplayer | Strategy | Casual | Free to Play | Card Game | Tabletop | Psychological Horror,Single-player | Online PvP | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | In-App Purchases | Multi-player | PvP,48.72,17066.0,0.0,1117,1767,7376
Ranch Simulator,Toxic Dog,Excalibur Games,03.11.2023,Simulation | Multiplayer | Online Co-Op | Open World | Farming Sim | Farming | Co-op | Job Simulator | Realistic | Sandbox | Hunting | Singleplayer | Management | Economy | Trading | Destruction | Relaxing | Immersive Sim | First-Person | Indie,Single-player | Online PvP | Online Co-op | Steam Cloud | Family Sharing | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),78.1,43519.0,2.49,1115,3014,12624
The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,11.11.2011,Open World | RPG | Fantasy | Adventure | Moddable | Dragons | First-Person | Action | Medieval | Singleplayer | Magic | Story Rich | Great Soundtrack | Sandbox | Lore-Rich | Atmospheric | Character Customization | Action RPG | Third Person | Epic,Single-player | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),93.8,317631.0,4.99,1114,2172,287411
Soulmask,CampFire Studio,Qooland Games,31.05.2024,Survival | Open World Survival Craft | Multiplayer | Sandbox | Automation | Online Co-Op | PvP | Hunting | Action-Adventure | Building | Base Building | Open World | RPG | Crafting | 3D | Exploration | Third Person | Realistic | Singleplayer | Resource Management,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Achievements | Steam Workshop | Steam Cloud | Family Sharing | Early Access | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),78.93,17200.0,20.99,1114,2144,46833
The Spell Brigade,Bolt Blaster Games,Bolt Blaster Games,16.09.2024,Action Roguelike | Online Co-Op | Bullet Hell | Roguelite | Co-op | Roguelike | Magic | Action | Multiplayer | Top-Down Shooter | 3D | Dark Fantasy | Arcade | Casual | Top-Down | Score Attack | Colorful | Controller | Early Access | Procedural Generation,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Early Access | Multi-player | Co-op,82.23,12561.0,6.99,1109,2090,14514
Crush Crush,Sad Panda Studios,Sad Panda Studios,19.10.2016,Sexual Content | Nudity | Free to Play | Hentai | Dating Sim | Anime | Mature | Clicker | Cute | NSFW | Singleplayer | Romance | Visual Novel | Casual | Funny | Comedy | Female Protagonist | Indie | Memes | Resource Management,Single-player | Steam Achievements | Steam Trading Cards | In-App Purchases | Stats | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet,87.11,27806.0,0.0,1108,1930,4572
Insurgency: Sandstorm,New World Interactive,Focus Entertainment,12.12.2018,FPS | Realistic | Shooter | Military | Multiplayer | Tactical | Action | First-Person | War | Online Co-Op | Co-op | Gore | Violent | Difficult | Atmospheric | Simulation | Open World | Massively Multiplayer | Indie | Choices Matter,Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Stats | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),83.92,130651.0,8.99,1107,1521,14606
Dragon's Dogma 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",22.03.2024,Open World | RPG | Action RPG | Fantasy | Singleplayer | Action | Adventure | Dragons | Character Customization | Magic | Action-Adventure | Medieval | Swordplay | Third Person | Physics | Artificial Intelligence | Lore-Rich | Multiplayer | 3D | PvE,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | HDR Supported | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),60.75,111832.0,29.39,1105,1706,228585
CORN,Team SNEED,Team SNEED,11.09.2024,Free to Play | Casual | Clicker | Idler | Point & Click | 2D | Stylized | Economy | Memes | Indie | Funny | Simulation | America | Parody | Singleplayer | Politics | Collectathon | Inventory Management | Pixel Graphics | Relaxing,Single-player | Steam Achievements | Steam Workshop | In-App Purchases | Steam Cloud | Profile Features Limited,,,0.0,1104,1472,24503
Assetto Corsa Competizione,Kunos Simulazioni,505 Games,29.05.2019,Racing | Automobile Sim | Simulation | VR | Multiplayer | Driving | Realistic | Sports | Controller | Singleplayer | Open World | eSports | Online Co-Op | Competitive | First-Person | Early Access | Moddable | Atmospheric | Difficult | PvP,Single-player | Online PvP | LAN PvP | Family Sharing | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),90.96,43771.0,9.99,1100,3672,12376
少女前线,"Sunborn Network Technology Co., Ltd.",Darkwinter Software Limited,10.06.2025,Strategy | Turn-Based Strategy | Sexual Content | RPG | Anime | Military | Free to Play | Dating Sim | Story Rich | Visual Novel | Lore-Rich | Hentai | Tactical | Cute | Strategy RPG | Turn-Based Tactics | Sci-fi | Turn-Based Combat | FPS | Singleplayer,Single-player | Steam Achievements | In-App Purchases,62.52,6618.0,0.0,1095,1777,14019
Divinity: Original Sin Enhanced Edition,Larian Studios,Larian Studios,27.10.2015,RPG | Turn-Based | Co-op | Fantasy | Adventure | Party-Based RPG | Strategy | Turn-Based Combat | Story Rich | CRPG | Character Customization | Open World | Local Co-Op | Singleplayer | Isometric | Multiplayer | Turn-Based Strategy | Indie | Great Soundtrack | Split Screen,Single-player | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Captions available | Steam Cloud | Remote Play Together | Family Sharing | Multi-player | Co-op | Shared/Split Screen | Cloud Gaming | Cloud Gaming (NVIDIA),87.78,31054.0,3.99,1092,2113,7565
Necesse,Fair Games ApS,Fair Games ApS,16.10.2025,Open World Survival Craft | Multiplayer | Pixel Graphics | Open World | Sandbox | Survival | Adventure | Crafting | Indie | Co-op | RPG | Building | Action | Base Building | Exploration | Online Co-Op | 2D | Automation | Early Access | Atmospheric,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Stats | Family Sharing | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),91.32,26325.0,4.99,1087,1554,29440
Tiny Pasture,CaveLiquid,Gamersky Games,18.02.2025,Idler | Cute | Farming Sim | Clicker | Pixel Graphics | Casual | Relaxing | Management | Creature Collector | Simulation | Nature | Building | Capitalism | 2D | Atmospheric | Card Game | Sandbox | Agriculture | Singleplayer | Crafting,Single-player | Steam Achievements | Steam Cloud | Family Sharing,89.82,7940.0,4.49,1087,1349,19732
RoadCraft,Saber Interactive,Focus Entertainment,20.05.2025,Simulation | Building | Driving | Physics | Online Co-Op | Adventure | Automobile Sim | Automation | Multiplayer | Nature | Exploration | Co-op | Destruction | Transportation | Immersive Sim | Realistic | 3D | Modern | Base Building | Controller,Single-player | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),73.95,14344.0,27.99,1086,2635,33761
DEATH STRANDING DIRECTOR'S CUT,KOJIMA PRODUCTIONS,505 Games,30.03.2022,Story Rich | Open World | Walking Simulator | Atmospheric | Great Soundtrack | Adventure | Post-apocalyptic | Cinematic | Exploration | Singleplayer | Third Person | Action | Sci-fi | Horror | Relaxing | Action-Adventure | Stealth | Multiplayer | Third-Person Shooter | Combat,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | HDR Supported | Family Sharing,91.1,56433.0,15.99,1070,1896,22080
Buckshot Roulette,Mike Klubnika,CRITICAL REFLEX,04.04.2024,Multiplayer | Dark | Gambling | Horror | First-Person | Strategy | Singleplayer | Indie | 3D | Psychological | Puzzle | Psychological Horror | Blood | Experimental | Action | Roguelike | Simulation | Surreal | FPS | Roguelite,Single-player | Online PvP | Steam Achievements | Steam Trading Cards | Steam Leaderboards | Family Sharing | Multi-player | PvP,94.09,112039.0,1.79,1070,1359,20226
Fischer's Fishing Journey,Cutefish,Gamersky Games,08.08.2025,Idler | Cats | Creature Collector | Casual | Fishing | Utilities | Cute | Relaxing | 2D | Indie | Point & Click | Conversation | Hand-drawn | Atmospheric | Singleplayer | Anime | Colorful | Family Friendly | Funny | Story Rich,Single-player | Steam Achievements | Steam Cloud | Family Sharing,86.64,1412.0,4.79,1066,1428,4219
Hello Kitty Island Adventure,Sunblink,Sunblink,30.01.2025,Cozy | Open World | Adventure | Cute | Simulation | Life Sim | Exploration | Casual | Colorful | Relaxing | Crafting | Family Friendly | Cooking | Story Rich | Immersive Sim | Action | Puzzle | 3D | Multiplayer | Isometric,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Multi-player | Co-op,92.07,10509.0,26.79,1064,1346,8393
Wizardry Variants Daphne,"Drecom Co., Ltd.","Drecom Co., Ltd.",06.03.2025,RPG | Dungeon Crawler | Party-Based RPG | 3D | Exploration | Dark | Roguelike | Retro | First-Person | CRPG | Dark Fantasy | Character Customization | Singleplayer | 1980s | Realistic | Underground | Fantasy | Medieval | Magic | PvE,Single-player | In-App Purchases,56.23,3040.0,,1058,2155,5222
Anno 117: Pax Romana,Ubisoft Mainz,Ubisoft,12.11.2025,Strategy | Simulation | City Builder | Sandbox | RTS | Building | Economy | Choose Your Own Adventure | Exploration | Historical | Management | Political | Resource Management | Choices Matter | Multiplayer | Singleplayer | Artificial Intelligence | Rome | Story Rich | Online Co-Op,Single-player | Online PvP | Online Co-op | Steam Achievements | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),69.89,10446.0,47.99,1056,3375,50484
Kathana,Gameolic Development Studio,Gameolic Development Studio,09.08.2025,RPG | MMORPG | 3D | Massively Multiplayer | Fantasy | Third Person | Character Customization | PvE | Early Access | PvP | Multiplayer | Mythology,MMO | Online PvP | Online Co-op | In-App Purchases | Early Access | Multi-player | PvP | Co-op,,,,1055,1057,1149
The Legend of Heroes: Trails beyond the Horizon,Nihon Falcom | PH3 GmbH,"NIS America, Inc.",15.01.2026,RPG | Action | Adventure | JRPG | Action RPG | Party-Based RPG | Turn-Based Strategy | 3D | Anime | Third Person | Fantasy | Magic | Sci-fi | Controller | PvE | Story Rich | Turn-Based Combat | Singleplayer | Violent,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | HDR Supported | Family Sharing | Steam Timeline | Cloud Gaming | Cloud Gaming (NVIDIA),,,59.99,1054,1185,2675
The Walking Dead: The Telltale Definitive Series,Skybound Games,Skybound Games,29.10.2020,Choices Matter | Story Rich | Interactive Fiction | Multiple Endings | Horror | Comic Book | Adventure | Choose Your Own Adventure | Zombies | Visual Novel | Post-apocalyptic | Point & Click | Atmospheric | 3D | Third Person | Dark | Dynamic Narration | Conversation | Dystopian | Narration,Single-player | Steam Achievements | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),94.66,41605.0,4.99,1052,1450,7820
SurrounDead,Zurvivor,PlaySurrounDead,24.06.2022,Zombies | Survival | Open World | Post-apocalyptic | Singleplayer | RPG | Shooter | Exploration | Loot | Base Building | Open World Survival Craft | Third Person | PvE | Co-op | Early Access | Indie | First-Person | Action | Adventure | Third-Person Shooter,Single-player | Steam Achievements | Steam Trading Cards | Family Sharing | Early Access,89.85,21816.0,4.79,1046,1410,10762
Crab Champions,Noisestorm,Noisestorm,01.04.2023,Action Roguelike | Looter Shooter | Soundtrack | Roguelike | Multiplayer | Arcade | Third-Person Shooter | 3D | Co-op | Bullet Hell | Casual | Shooter | Action | PvE | Platformer | Perma Death | Choices Matter | Memes | Roguelite | Relaxing,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Early Access | Multi-player | Co-op,95.74,29568.0,6.99,1043,1163,8564
The Perfect Tower II,Fire Sword Studios,Fire Sword Studios,30.11.2025,Idler | Strategy | Tower Defense | Free to Play | Automation | Resource Management | Indie | Action | Minigames | Voxel | Base Building | Singleplayer | Character Customization | Colorful | 3D | Early Access | Multiplayer,Single-player | Steam Achievements | In-App Purchases | Steam Cloud | Steam Leaderboards | Profile Features Limited,83.98,4158.0,0.0,1036,1373,4904
RAID: Shadow Legends,Plarium Global Ltd,Plarium Global Ltd,09.01.2024,RPG | Turn-Based Combat | Loot | Dark Fantasy | Party-Based RPG | Isometric | PvE | PvP | Asynchronous Multiplayer | Turn-Based Strategy | Tactical RPG | Multiplayer | 3D | Fantasy | Singleplayer | Creature Collector | Mythology | Dragons | Free to Play | Demons,Single-player | MMO | Online PvP | Cross-Platform Multiplayer | In-App Purchases | Multi-player | PvP,60.19,2409.0,0.0,1033,1743,1935
Pummel Party,Rebuilt Games,Rebuilt Games,20.09.2018,Multiplayer | Funny | 4️⃣ 4 Player Local | Online Co-Op | Party Game | Board Game | Minigames | Local Multiplayer | Co-op | Casual | Party | Local Co-Op | Action | Indie | Comedy | Tabletop | Controller | Gore | Colorful | Singleplayer,Single-player | Online PvP | Shared/Split Screen PvP | Steam Achievements | Steam Workshop | Includes level editor | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Shared/Split Screen | PvP,87.22,56233.0,7.49,1032,3466,20957
Feed The Cups,Vambear Games,IndieArk,21.02.2024,Cute | Simulation | Cooking | Online Co-Op | Crafting | 2D | Local Co-Op | Management | Co-op | Multiplayer | Singleplayer | Roguelite | Immersive Sim | Local Multiplayer | Action Roguelike | Funny | Action | Job Simulator | Cartoon | Roguelike,Single-player | Online Co-op | Shared/Split Screen Co-op | Steam Achievements | Steam Cloud | Remote Play Together | Family Sharing | Early Access | Multi-player | Co-op | Shared/Split Screen,32.99,14133.0,12.79,1028,3075,11413
Way of the Hunter,Nine Rocks Games,THQ Nordic,16.08.2022,Adventure | Hunting | Shooter | Exploration | FPS | Realistic | Sports | First-Person | 3D | Colorful | Nature | Relaxing | Open World | America | Multiplayer | Stealth | Controller | Simulation | Gun Customization | Singleplayer,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),78.32,10121.0,2.99,1027,2829,9880
Lords of the Fallen,CI Games,CI Games,13.10.2023,Souls-like | Exploration | Combat | Dark Fantasy | Action | Online Co-Op | RPG | Story Rich | Dragons | Action RPG | Singleplayer | Medieval | Adventure | Action-Adventure | Lore-Rich | Multiplayer | Character Customization | Magic | Open World | Fantasy,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | Family Sharing | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),66.57,48712.0,14.99,1024,1664,43075
FTL: Faster Than Light,Subset Games,Subset Games,14.09.2012,Roguelike | Space | Strategy | Sci-fi | Indie | Singleplayer | Perma Death | Difficult | Replay Value | Real-Time with Pause | Procedural Generation | Tactical | Top-Down | Space Sim | 2D | Roguelite | Survival | Choose Your Own Adventure | Adventure | Simulation,Single-player | Steam Achievements | Steam Trading Cards | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),93.64,77192.0,2.49,1020,1411,19301
Gray Zone Warfare,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",30.04.2024,FPS | Tactical | Realistic | Extraction Shooter | Simulation | Open World | Military | Shooter | Action | Competitive | PvE | Gun Customization | PvP | Modern | Multiplayer | Online Co-Op | Survival | War | Massively Multiplayer | Early Access,MMO | Online PvP | Online Co-op | Early Access | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),68.36,64406.0,27.99,1020,1423,72548
太吾绘卷 The Scroll Of Taiwu,ConchShip Games,ConchShip Games,20.09.2018,RPG | Martial Arts | Sandbox | Open World | Strategy | Indie | Early Access | Singleplayer | Adventure | Simulation | Casual | Roguelite | Mythology | Dating Sim | Building | Roguelike | 2D | Strategy RPG | Anime | CRPG,Single-player | Steam Workshop | Remote Play on Tablet | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA),69.44,61831.0,15.99,1017,2246,72533
My Time at Sandrock,Pathea Games,"Pathea Games | Focus Entertainment | PM Studios, Inc. | DMM Games",02.11.2023,Life Sim | Building | Farming Sim | Multiplayer | Sandbox | Crafting | Dating Sim | RPG | Open World | Character Customization | Mining | Adventure | Post-apocalyptic | Simulation | Casual | Singleplayer | Female Protagonist | Cartoony | Indie | LGBTQ+,Single-player | Online Co-op | Steam Achievements | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA) | Multi-player | Co-op,86.44,27976.0,17.99,1013,1192,21778
OCTOPATH TRAVELER 0,Square Enix | DOKIDOKI GROOVE WORKS,Square Enix,04.12.2025,RPG | JRPG | Party-Based RPG | Singleplayer | 2.5D | Pixel Graphics | Turn-Based | Anime | Character Customization | Strategy | Controller | Violent | Fantasy | Dark | Drama | Medieval | Building | Emotional | Story Rich | Top-Down,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),74.83,2763.0,39.99,1013,1613,14046
PANOPTYCA : Idle RPG Manager,Tesseract Studio | Nugem Studio,Tesseract Studio,27.11.2025,Free to Play | Idler | Strategy RPG | Hack and Slash | Minimalist | Split Screen | Auto Battler | Simulation | Indie | Medieval | Action RPG | PvE | RPG | 2D | Top-Down | Fantasy | Singleplayer | Combat,Single-player | Steam Achievements | In-App Purchases,64.5,882.0,0.0,1012,1423,2118
Foxhole,Siege Camp,Siege Camp,28.09.2022,Massively Multiplayer | Wargame | Military | Base Building | Open World | Sandbox | World War II | War | Top-Down | Strategy | Tactical | PvP | Multiplayer | Top-Down Shooter | Team-Based | Co-op | Shooter | Crafting | Action | RPG,MMO | Online PvP | Multi-player | PvP | Valve Anti-Cheat,82.65,47880.0,10.99,1011,1866,11791
Mortal Kombat 1,NetherRealm Studios | QLOC,Warner Bros. Games,19.09.2023,Fighting | Action | Multiplayer | Gore | 2D Fighter | Blood | Martial Arts | Violent | PvP | Arcade | Story Rich | Singleplayer | Character Customization | 2.5D | Atmospheric | Competitive | Local Co-Op | Mature | Horror | 3D,Single-player | Online PvP | Shared/Split Screen PvP | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | In-App Purchases | Steam Cloud | Remote Play on TV | Remote Play Together | HDR Supported | Family Sharing | Multi-player | PvP | Shared/Split Screen,70.47,43437.0,9.99,1008,1460,38129
Undertale,tobyfox,tobyfox,15.09.2015,Great Soundtrack | Story Rich | Choices Matter | Multiple Endings | Pixel Graphics | Funny | RPG | Singleplayer | Indie | 2D | Comedy | Replay Value | Bullet Hell | Cute | Memes | Retro | Dark | Psychological Horror | Dating Sim | Horror,Single-player | Steam Trading Cards | Remote Play on Phone | Remote Play on Tablet | Family Sharing,95.73,313187.0,0.99,1006,1459,11071
The Midnight Walkers,Oneway Ticket Studio,Oneway Ticket Studio,29.01.2026,Extraction Shooter | Action | Indie | Zombies | Horror | Dungeon Crawler | Class-Based | Post-apocalyptic | FPS | RPG | PvP | Action RPG | Multiplayer | Team-Based | Online Co-Op | PvE | Singleplayer | Shooter | First-Person | Dark,Online PvP | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | Early Access | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),60.45,874.0,15.99,1004,1974,2621
Gunfire Reborn,Duoyi Games,Duoyi Games,18.11.2021,Roguelite | FPS | Roguelike | Online Co-Op | Co-op | Multiplayer | Looter Shooter | Indie | Action | RPG | Action Roguelike | Shooter | Adventure | First-Person | Dungeon Crawler | Replay Value | Singleplayer | Fast-Paced | Loot | Early Access,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),91.91,102202.0,9.47,1003,1543,35263
For The King II,IronOak Games,Curve Games,02.11.2023,Adventure | RPG | Strategy | Party-Based RPG | Board Game | Roguelike | Turn-Based Strategy | Online Co-Op | Turn-Based Combat | Roguelite | Tabletop | Multiplayer | Co-op | Local Co-Op | Fantasy | Hex Grid | Local Multiplayer | Open World | Singleplayer | PvP,Single-player | Online Co-op | Shared/Split Screen Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play Together | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA) | Shared/Split Screen,69.05,14922.0,9.99,999,1455,28528
Northgard: Definitive Edition,Shiro Games,Shiro Games,07.03.2018,Strategy | City Builder | RTS | Simulation | Base Building | Multiplayer | Colony Sim | Building | Economy | Tactical | War | Management | 4X | Co-op | PvP | Singleplayer | Vikings | Moddable | PvE | Resource Management,Single-player | Online PvP | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Includes level editor | Family Sharing | Multi-player | Co-op | PvP | Cloud Gaming | Cloud Gaming (NVIDIA) | Steam China Workshop,84.15,67739.0,2.99,993,2065,20235
METAL GEAR SOLID V: THE PHANTOM PAIN,KONAMI,KONAMI,01.09.2015,Stealth | Open World | Action | Story Rich | Tactical | Cinematic | Third Person | Great Soundtrack | Singleplayer | Atmospheric | Adventure | Horses | Third-Person Shooter | Multiplayer | Shooter | Replay Value | Sandbox | Dark | Sci-fi | Heist,Single-player | Steam Achievements | Steam Trading Cards | Captions available | In-App Purchases | Steam Cloud | Steam Leaderboards | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Family Sharing | Multi-player,90.6,105337.0,4.99,981,1351,91195
ARMORED CORE™ VI FIRES OF RUBICON™,"FromSoftware, Inc.","FromSoftware, Inc. | Bandai Namco Entertainment Inc.",24.08.2023,Mechs | Character Customization | Action | Robots | Third Person | Combat | Fast-Paced | Sci-fi | Souls-like | 3D | Multiplayer | Futuristic | Post-apocalyptic | Singleplayer | Difficult | Vehicular Combat | Soundtrack | Military | Action-Adventure | Atmospheric,Single-player | Online PvP | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | PvP,90.23,81857.0,29.99,971,1401,156171
Foundation,Polymorph Games,Polymorph Games,31.01.2025,City Builder | Simulation | Medieval | Strategy | Sandbox | Management | Resource Management | Relaxing | Building | Economy | Atmospheric | Indie | Base Building | Colony Sim | Singleplayer | Open World | Survival | RTS | Choices Matter | Early Access,Single-player | Steam Achievements | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),84.56,23141.0,22.49,965,2123,18448
Paladins,Evil Mojo Games,Hi-Rez Studios,08.05.2018,Hero Shooter | Free to Play | Multiplayer | FPS | Shooter | Action | Team-Based | First-Person | PvP | MOBA | Online Co-Op | Fantasy | Controller | Strategy | Co-op | Character Customization | Massively Multiplayer | Colorful | Adventure | Funny,Online PvP | Cross-Platform Multiplayer | Steam Achievements | Steam Trading Cards | In-App Purchases | Remote Play on Phone | Remote Play on Tablet | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),84.26,345740.0,0.0,956,1600,60743
SPLITGATE: Arena Reloaded,1047 Games,1047 Games,22.05.2025,Free to Play | Shooter | Multiplayer | FPS | Action | Arena Shooter | First-Person | Combat | Gun Customization | Futuristic | PvP | Fast-Paced | Controller | Online Co-Op | Sci-fi | Hero Shooter | Battle Royale,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA) | Co-op,62.49,21416.0,0.0,953,999,25785
Persona 4 Golden,ATLUS,SEGA,13.06.2020,JRPG | Great Soundtrack | Story Rich | Anime | Turn-Based Combat | RPG | Singleplayer | Party-Based RPG | Mystery | Multiple Endings | Emotional | Turn-Based Strategy | Detective | Dating Sim | Colorful | Adventure | Strategy | Visual Novel | Violent | Turn-Based,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing,95.47,83141.0,9.99,936,1067,29984
Chained Together,Anegar Games,Anegar Games,19.06.2024,Co-op | Adventure | Casual | Platformer | Puzzle Platformer | Multiplayer | Online Co-Op | Simulation | 3D Platformer | Action-Adventure | Third Person | Funny | Exploration | Post-apocalyptic | Emotional | Physics | Mystery | Surreal | Controller | Choices Matter,Single-player | Online Co-op | Shared/Split Screen Co-op | Remote Play Together | Family Sharing | Multi-player | Co-op | Shared/Split Screen,88.76,58817.0,3.99,932,5312,94480
Astral Party,STAR ENGINE PROJECT,Neverland Entertainment,29.02.2024,Sexual Content | Hentai | Anime | Free to Play | Board Game | Multiplayer | Cute | Party Game | PvP | Turn-Based | Strategy | Casual | Nudity | Relaxing | Card Game | Female Protagonist | Mature | Funny | RPG | Indie,Online PvP | Online Co-op | In-App Purchases | Multi-player | PvP | Co-op,54.35,19609.0,0.0,930,3867,34387
WUCHANG: Fallen Feathers,Leenzee,505 Games,24.07.2025,Souls-like | Female Protagonist | Action RPG | Difficult | Hack and Slash | Third Person | Exploration | Open World | Dark Fantasy | Gore | Action | Action-Adventure | RPG | Character Customization | Singleplayer | Dark | Adventure | Combat | Story Rich | Atmospheric,Single-player | Steam Achievements | In-App Purchases | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),54.0,99439.0,49.99,926,2776,131518
